assistedflash,assister_X,assister_Y,assister_Z,assister_active_weapon,assister_armor,assister_flash_duration,assister_flash_max_alpha,assister_has_helmet,assister_health,assister_is_airborne,assister_place,assister_name,assister_shots_fired,assister_spotted,assister_steamid,assister_side,assister_velocity_X,assister_velocity_Y,assister_velocity_Z,attacker_X,attacker_Y,attacker_Z,attacker_active_weapon,attacker_armor,attacker_flash_duration,attacker_flash_max_alpha,attacker_has_helmet,attacker_health,attacker_is_airborne,attacker_place,attacker_name,attacker_shots_fired,attacker_spotted,attacker_steamid,attacker_side,attacker_velocity_X,attacker_velocity_Y,attacker_velocity_Z,attackerblind,attackerinair,ct_side,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,t_side,thrusmoke,tick,victim_X,victim_Y,victim_Z,victim_active_weapon,victim_armor,victim_flash_duration,victim_flash_max_alpha,victim_has_helmet,victim_health,victim_is_airborne,victim_place,victim_name,victim_shots_fired,victim_spotted,victim_steamid,victim_side,victim_velocity_X,victim_velocity_Y,victim_velocity_Z,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe,round_num
false,-1126.8894,-626.3561,-167.96875,16777215.0,0.0,0.0,255.0,false,0.0,false,SnipersNest,slaxejezzz,0.0,false,76561198356252021,ct,0.0,0.0,0.0,-679.0604,-344.85974,-159.96875,10764391,73,0.0,255.0,true,51,false,Catwalk,xiELO,0,false,76561198141272052,ct,-141.3789,-3.6953125,0.0,false,false,ct,25.056307,0,138,0,true,head,false,false,0,0,t,false,186066,-643.202,-1331.3324,-167.96875,11174709,93,0.0,255.0,false,67,false,BombsiteA,HUASOPEEK,0,false,76561198319723208,t,-208.35938,-41.15625,0.0,ak47,17293822569149038599,52576952348,"",0,17
false,,,,,,,,,,,,,,,,,,,,-205.62946,-2355.263,-167.96875,8782349,76,0.0,255.0,true,100,false,BombsiteA,HObbit,1,false,76561198028292758,ct,10.808594,3.890625,0.0,false,false,ct,21.854774,0,82,0,true,head,false,false,0,0,t,false,186957,-477.4497,-1549.3488,-39.96875,13271906,0,0.0,255.0,false,75,false,Stairs,max,0,false,76561198242950384,t,59.132812,9.484375,0.0,mp9,17293822569104867362,27861649636,"",0,17
false,-1002.27954,-198.68243,-53.203125,12370608.0,47.0,0.0,255.0,true,4.0,true,Ladder,xiELO,0.0,false,76561198141272052,ct,-48.789062,0.0,-13.0,-282.224,-2192.394,-170.78796,8782349,76,0.0,255.0,true,100,false,BombsiteA,HObbit,2,true,76561198028292758,ct,56.445312,13.71875,1.2890625,false,false,ct,11.66754,0,17,0,false,right_leg,false,false,0,0,t,false,187535,-397.81543,-1794.0339,-6.890625,12370442,0,0.0,255.0,false,6,true,Stairs,meyern,0,true,76561198195642865,t,115.296875,-221.82812,-185.0,mp9,17293822569104867362,27861649636,"",0,17
false,,,,,,,,,,,,,,,,,,,,188.20732,-2342.713,-39.96875,9601207,100,0.0,255.0,true,100,false,PalaceInterior,dgt,6,true,76561198216891576,t,0.0,0.0,0.0,false,false,ct,35.866196,3,27,0,false,stomach,false,false,0,0,t,false,193136,-827.6348,-1369.9308,-167.96875,2507385,88,0.0,255.0,true,2,false,Jungle,slaxejezzz,0,true,76561198356252021,ct,25.464844,44.460938,0.0,galilar,17293822569130754061,38831224886,"",0,18
false,114.39889,-2374.5247,-39.96875,3048422.0,100.0,0.0,255.0,true,100.0,false,PalaceInterior,meyern,0.0,false,76561198195642865,t,-31.151855,39.46875,0.0,62.255848,-2356.703,-39.96875,9601207,96,0.0,255.0,true,86,false,PalaceInterior,dgt,1,true,76561198216891576,t,42.25122,0.140625,0.0,false,false,ct,8.335699,13,91,0,true,head,false,false,0,0,t,false,194695,52.187508,-2027.3092,-39.96875,8782349,71,0.0,255.0,true,62,false,PalaceInterior,HObbit,4,true,76561198028292758,ct,-236.28784,40.851562,0.0,galilar,17293822569130754061,38831224886,"",0,18
false,,,,,,,,,,,,,,,,,,,,-2517.962,224.84169,-167.96875,12944354,93,0.0,255.0,true,41,false,BombsiteB,zweih,8,true,76561198210626739,ct,-0.984375,33.77539,-0.71875,false,false,ct,38.37196,4,21,0,false,chest,false,false,0,0,t,false,197487,-1008.57135,291.46893,-165.69055,11272380,87,0.0,255.0,true,9,false,Underpass,luchov,6,true,76561198067722198,t,6.640625,-5.6601562,-0.7109375,m4a1,17293822569158017040,35801920474,"",0,18
false,,,,,,,,,,,,,,,,,,,,-2266.5364,349.9635,-164.60187,13894643,93,0.0,255.0,true,100,false,BombsiteB,zweih,0,false,76561198210626739,ct,0.0,0.0,0.0,false,false,ct,36.957485,1,136,0,false,stomach,false,false,0,0,t,false,204955,-839.45856,79.6145,-165.96875,4686139,100,0.0,255.0,true,100,false,Catwalk,luchov,0,false,76561198067722198,t,-75.37891,73.58887,0.0,awp,17293822569156378633,50766264369,"",0,19
false,,,,,,,,,,,,,,,,,,,,-2494.7822,323.65863,-167.96875,13894643,93,0.0,255.0,true,100,false,BombsiteB,zweih,0,false,76561198210626739,ct,-1.40625,-9.642578,0.0,false,false,ct,41.071392,5,434,0,true,head,false,false,0,0,t,false,205234,-895.37225,80.65506,-165.96875,9962110,44,0.0,255.0,true,100,false,Underpass,meyern,0,false,76561198195642865,t,36.285156,-22.773926,0.0,awp,17293822569156378633,50766264369,"",0,19
false,-2348.007,-355.47174,-167.96875,12944354.0,100.0,0.0,255.0,true,100.0,false,Shop,slaxejezzz,0.0,false,76561198356252021,ct,31.390625,-18.527344,0.0,-1443.3715,-2361.9036,-231.71545,6046287,100,0.0,255.0,true,100,false,CTSpawn,HObbit,0,true,76561198028292758,ct,-19.304688,-2.234375,-3.7109375,false,false,ct,39.193516,18,84,0,true,head,false,false,0,0,t,false,205582,-1665.0504,-835.5251,-165.96875,11568022,75,0.0,255.0,true,48,false,CTSpawn,max,1,true,76561198242950384,t,53.4375,24.988281,0.0,m4a1,17293822569184952336,50590029608,"",0,19
false,,,,,,,,,,,,,,,,,,,,-1911.049,748.7494,-47.96875,12829397,74,0.0,255.0,true,53,false,Apartments,HUASOPEEK,5,false,76561198319723208,t,0.0,0.0,0.0,false,false,ct,21.933556,4,33,0,false,stomach,false,false,0,0,t,true,205732,-2591.5,235.60843,-167.87744,13074955,84,0.0,255.0,true,20,false,BombsiteB,zweih,0,false,76561198210626739,ct,22.046875,-19.013672,-0.265625,ak47,17293822569163063303,52581997602,"",0,19
false,,,,,,,,,,,,,,,,,,,,-1143.6774,295.9372,-159.96875,12829397,74,0.0,255.0,true,53,false,BombsiteB,HUASOPEEK,0,true,76561198319723208,t,96.02344,0.0078125,0.0,false,false,ct,12.627021,15,109,0,true,head,false,false,0,0,t,false,206129,-746.98987,-5.1905518,-143.96875,10764391,43,0.0,255.0,true,100,false,Underpass,xiELO,0,true,76561198141272052,ct,-7.7421875,-14.0859375,0.0,ak47,17293822569163063303,52581997602,"",0,19
false,-2254.5474,545.63416,-162.50818,12944354.0,100.0,0.0,255.0,true,100.0,false,BombsiteB,slaxejezzz,0.0,false,76561198356252021,ct,5.828125,18.328125,4.3359375,-608.1513,-954.65656,-215.96875,11403944,77,0.0,255.0,true,82,false,Connector,Jame,0,false,76561198036125584,ct,0.0,0.0,0.0,false,false,ct,27.427021,1,137,0,false,stomach,false,false,0,0,t,false,206323,-825.06116,97.270096,-168.6001,6095792,74,0.0,255.0,true,53,false,Catwalk,HUASOPEEK,0,true,76561198319723208,t,209.38281,-136.59033,68.296875,awp,17293822569125249033,23879660671,"",0,19
false,-2192.5928,500.13943,-167.96875,12944354.0,95.0,0.0,255.0,true,76.0,false,BombsiteB,slaxejezzz,0.0,false,76561198356252021,ct,-47.921875,0.5449219,0.0,-1751.7672,33.91497,-167.60828,11568022,100,0.0,255.0,true,100,false,BombsiteB,HObbit,2,false,76561198028292758,ct,0.0,0.0,0.0,false,false,ct,13.851161,3,27,0,false,chest,false,false,0,0,t,false,206837,-2218.2354,-247.34381,-163.95685,2507385,50,0.0,255.0,true,27,false,BombsiteB,dgt,0,true,76561198216891576,t,33.734375,2.2695312,2.0507812,ak47,17293822569102704647,0,"",0,19
false,-1110.7063,-2232.3118,-173.8219,786668.0,70.0,0.0,255.0,true,55.0,false,CTSpawn,HUASOPEEK,0.0,false,76561198319723208,t,-145.75,23.546875,-30.722656,-1061.7969,-2480.8618,-167.96875,12124932,93,0.0,255.0,true,72,false,BombsiteA,luchov,4,true,76561198067722198,t,66.13281,-11.421875,0.0,false,false,ct,6.545521,22,59,0,true,head,false,false,0,0,t,false,211361,-1017.06573,-2232.0771,-112.90265,13894643,95,0.0,255.0,true,59,false,CTSpawn,zweih,0,true,76561198210626739,ct,0.0,0.0,0.0,mac10,17293822569178988561,52158623335,"",0,20
false,,,,,,,,,,,,,,,,,,,,-921.8372,-2583.4753,-167.96875,13107980,98,0.0,255.0,true,97,false,CTSpawn,HObbit,8,false,76561198028292758,ct,-132.84375,-9.046875,0.0,false,false,ct,3.8058882,6,28,0,false,stomach,false,false,0,0,t,false,211399,-1037.9268,-2486.9644,-167.96875,12124932,81,0.0,255.0,true,3,false,BombsiteA,luchov,12,true,76561198067722198,t,-5.9453125,-22.84375,0.0,m4a1,17293822569158017040,35801920474,"",0,20
false,,,,,,,,,,,,,,,,,,,,-921.6866,-2563.182,-167.96875,13107980,98,0.0,255.0,true,97,false,CTSpawn,HObbit,12,false,76561198028292758,ct,-21.734375,4.0625,0.0,false,false,ct,9.684533,6,28,0,false,stomach,false,false,0,0,t,false,211422,-1110.2013,-2232.0625,-173.73749,786668,64,0.0,255.0,true,26,false,CTSpawn,HUASOPEEK,0,true,76561198319723208,t,27.515625,-0.078125,5.5078125,m4a1,17293822569158017040,35801920474,"",0,20
false,,,,,,,,,,,,,,,,,,,,-1005.1032,-2345.0198,-167.96875,3293961,99,0.0,255.0,true,98,false,BombsiteA,max,5,true,76561198242950384,t,0.0,0.0,0.0,false,false,ct,5.5688004,4,27,0,false,chest,false,false,0,0,t,false,211488,-913.6054,-2543.586,-167.96875,12124932,87,0.0,255.0,true,21,false,CTSpawn,HObbit,0,true,76561198028292758,ct,52.003906,40.671875,0.0,ak47,17293822569102704647,0,"",0,20
false,,,,,,,,,,,,,,,,,,,,-879.7539,-2272.0237,-170.745,3293961,99,0.0,255.0,true,98,false,BombsiteA,max,1,true,76561198242950384,t,7.4726562,-13.8125,-0.05078125,false,false,ct,5.0351067,16,110,0,true,head,false,false,0,0,t,false,212218,-707.758,-2171.6921,-179.96875,11568022,100,0.0,255.0,true,100,false,BombsiteA,xiELO,1,true,76561198141272052,ct,64.87891,-41.234375,0.0,ak47,17293822569102704647,0,"",0,20
false,,,,,,,,,,,,,,,,,,,,-30.862244,-1528.2893,-167.96875,8700707,100,0.0,255.0,true,97,false,BombsiteA,dgt,9,false,76561198216891576,t,0.0,0.0,0.0,false,false,ct,30.65512,0,25,0,false,right_leg,false,false,0,0,t,false,213151,-753.67053,-2495.4888,-167.96875,12862069,85,0.0,255.0,true,14,false,BombsiteA,slaxejezzz,0,false,76561198356252021,ct,2.9804688,-31.53125,0.0,ak47,17293822569149038599,52576952348,"",0,20
false,,,,,,,,,,,,,,,,,,,,332.24155,-2358.232,-39.96875,6029568,94,0.0,255.0,true,100,false,PalaceInterior,dgt,0,true,76561198216891576,t,-43.035156,-59.625,0.0,false,false,ct,7.922722,0,142,0,true,head,false,false,0,0,t,false,217858,29.391552,-2284.7483,-39.96875,11829462,100,0.0,255.0,false,100,false,PalaceInterior,HObbit,0,true,76561198028292758,ct,-10.022827,-184.45312,0.0,ak47,17293822569103622151,52726141473,"",0,21
false,-982.27545,-1527.9435,-165.94751,5341702.0,100.0,4.905855,255.0,false,100.0,false,Jungle,slaxejezzz,0.0,false,76561198356252021,ct,24.171875,0.0,-1.53125,69.41879,-2094.115,-39.96875,6029568,94,3.4635572,255.0,true,8,false,PalaceInterior,dgt,0,false,76561198216891576,t,-75.41699,169.09375,0.0,false,false,ct,0.0,0,8,0,false,-1,false,false,0,0,t,false,218255,69.41879,-2094.115,-39.96875,6029568,94,3.4635572,255.0,true,8,false,PalaceInterior,dgt,0,false,76561198216891576,t,-75.41699,169.09375,0.0,inferno,"","","",0,21
false,,,,,,,,,,,,,,,,,,,,-666.27844,-2467.275,-167.96875,8700707,87,0.0,255.0,true,30,false,BombsiteA,luchov,3,false,76561198067722198,t,-27.816406,-3.640625,0.0,false,false,ct,29.685766,15,106,0,true,head,false,false,0,0,t,true,219440,-798.1274,-1306.1223,-167.96875,8405437,93,0.0,255.0,true,39,false,Jungle,xiELO,0,false,76561198141272052,ct,53.085938,7.2578125,0.0,ak47,17293822569149038599,52576952348,"",0,21
false,-1648.9968,-1920.9751,-267.99103,15303494.0,97.0,0.0,255.0,false,73.0,false,CTSpawn,zweih,0.0,false,76561198210626739,ct,-109.58594,40.960938,-0.91796875,-761.8106,-1318.8109,-167.96875,5341702,100,0.0,255.0,false,100,false,BombsiteA,slaxejezzz,1,true,76561198356252021,ct,15.015625,5.3046875,0.0,false,false,ct,25.691282,4,21,0,false,chest,false,false,0,0,t,false,219699,-369.38367,-2250.974,-169.45459,3293961,82,0.0,255.0,true,2,false,BombsiteA,HUASOPEEK,1,true,76561198319723208,t,4.96875,3.921875,-0.125,m4a1,17293822569154674704,26522352276,"",0,21
false,,,,,,,,,,,,,,,,,,,,-721.7892,-2174.7515,-179.96875,8700707,87,0.0,255.0,true,30,false,BombsiteA,luchov,0,false,76561198067722198,t,13.199219,-1.046875,0.0,false,false,ct,21.951942,0,139,0,true,head,false,false,0,0,t,false,219812,-770.9046,-1312.2925,-167.96875,8405437,100,0.0,255.0,false,100,false,Jungle,slaxejezzz,0,true,76561198356252021,ct,-150.05078,-24.109375,0.0,ak47,17293822569149038599,52576952348,"",0,21
false,,,,,,,,,,,,,,,,,,,,-766.02844,-2100.2056,-179.96875,8700707,87,0.0,255.0,true,30,false,BombsiteA,luchov,5,true,76561198067722198,t,32.195312,-10.625,0.0,false,false,ct,20.630287,15,108,0,true,head,false,false,0,0,t,false,219929,-504.48413,-1331.3651,-159.96875,11403944,66,0.0,255.0,true,6,false,Stairs,Jame,0,true,76561198036125584,ct,-16.789062,5.4609375,0.0,ak47,17293822569149038599,52576952348,"",0,21
false,-797.2608,-1306.0626,-167.96875,16777215.0,0.0,0.0,255.0,false,0.0,false,Jungle,xiELO,0.0,true,76561198141272052,ct,0.0,0.0,0.0,-1573.2452,-734.6367,-167.96875,15303494,97,0.0,255.0,false,73,false,CTSpawn,zweih,1,false,76561198210626739,ct,-5.09375,-5.2460938,0.0,false,false,ct,15.130101,19,89,0,true,head,false,false,0,0,t,false,220840,-1151.4528,-1155.3014,-167.96875,8700707,87,0.0,255.0,true,30,false,CTSpawn,luchov,0,false,76561198067722198,t,-69.546875,-71.82031,0.0,m4a1,17293822569122955280,50647160065,"",0,21
false,,,,,,,,,,,,,,,,,,,,-1012.98926,394.81616,-367.96875,3081190,88,0.0,255.0,true,35,false,Underpass,HUASOPEEK,5,true,76561198319723208,t,20.671875,-1.7363281,0.0,false,false,ct,20.574055,15,108,0,true,head,false,false,0,0,t,false,224383,-1047.4979,-412.99268,-329.46875,15303494,90,0.0,255.0,true,7,false,Underpass,xiELO,9,true,76561198141272052,ct,0.0,0.0,0.0,ak47,17293822569163063303,52581997602,"",0,22
false,,,,,,,,,,,,,,,,,,,,1388.1183,-1181.8126,-167.96875,786668,100,0.0,255.0,true,100,false,TSpawn,dgt,0,false,76561198216891576,t,1.46875,70.1875,0.0,false,false,ct,16.298618,0,140,0,true,head,false,false,0,0,t,false,225357,755.38385,-1170.1339,-260.23535,11272782,100,0.0,255.0,false,100,false,PalaceAlley,HObbit,0,false,76561198028292758,ct,67.30469,30.773438,-6.7226562,ak47,17293822569163063303,52581997602,"",0,22
false,,,,,,,,,,,,,,,,,,,,-579.31824,615.9571,-79.19983,11338446,88,0.0,255.0,true,100,false,BackAlley,max,3,true,76561198242950384,t,0.0,0.0,0.0,false,false,ct,14.167572,0,140,0,true,head,false,false,0,0,t,false,227419,-1136.4716,598.9465,-79.96875,5161497,88,0.0,255.0,false,19,false,Apartments,zweih,6,true,76561198210626739,ct,0.78125,52.183594,0.0,ak47,17293822569102704647,0,"",0,22
false,,,,,,,,,,,,,,,,,,,,966.7464,-1056.7904,-261.7157,606763,100,0.0,255.0,false,100,false,PalaceAlley,slaxejezzz,4,false,76561198356252021,ct,6.4101562,9.9140625,2.40625,false,false,ct,12.392728,17,80,0,true,head,false,false,0,0,t,false,227681,1364.5431,-1321.526,-167.96875,786668,83,0.0,255.0,true,20,false,PalaceInterior,dgt,4,false,76561198216891576,t,-25.210938,-26.234375,0.0,famas,17293822569102704650,0,"",0,22
false,,,,,,,,,,,,,,,,,,,,-958.8041,-68.10602,-167.96875,606763,97,0.0,255.0,false,73,false,Catwalk,slaxejezzz,5,true,76561198356252021,ct,0.0,0.0,0.0,false,false,ct,7.7064843,4,20,0,false,chest,false,false,0,0,t,false,229706,-1162.8486,-267.4355,-55.96875,3506719,83,0.0,255.0,true,19,false,Ladder,luchov,5,true,76561198067722198,t,19.3125,-20.738281,0.0,famas,17293822569102704650,0,"",0,22
false,-1162.8486,-267.4355,-55.96875,16777215.0,0.0,0.0,255.0,false,0.0,false,Ladder,luchov,5.0,true,76561198067722198,t,0.0,0.0,0.0,-2020.4132,350.49503,-159.96875,2343727,71,0.0,255.0,true,100,false,BombsiteB,meyern,0,false,76561198195642865,t,11.6328125,40.873047,0.0,false,false,ct,18.268744,0,139,0,true,head,false,false,0,0,t,false,230828,-1327.5173,166.97711,-165.73914,3506719,97,0.0,255.0,false,73,false,BombsiteB,slaxejezzz,0,false,76561198356252021,ct,-64.109375,199.08301,-6.5429688,ak47,17293822569149038599,52576952348,"",0,22
false,-1997.6597,458.8604,-159.96875,2343727.0,65.0,0.0,255.0,true,46.0,false,BombsiteB,meyern,0.0,true,76561198195642865,t,12.90625,-19.035156,0.0,-2322.3894,451.57806,-167.96875,3081190,84,0.0,255.0,true,19,false,BombsiteB,HUASOPEEK,0,false,76561198319723208,t,-61.328125,-23.521484,0.0,false,false,ct,12.670935,0,141,0,true,head,false,false,0,0,t,false,230946,-2098.326,5.5377717,-167.96875,786668,96,0.0,255.0,false,66,false,BombsiteB,Jame,6,false,76561198036125584,ct,20.296875,-4.669922,0.0,ak47,17293822569163063303,52581997602,"",0,22
