health,place,side,Y,X,Z,tick,steamid,name,round_num
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1162,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1162,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1162,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1163,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1163,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1163,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1163,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1163,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1163,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1163,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1163,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1163,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1163,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1164,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1164,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1164,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1164,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1164,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1164,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1164,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1164,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1164,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1164,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1165,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1165,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1165,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1165,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1165,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1165,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1165,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1165,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1165,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1165,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1166,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1166,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1166,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1166,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1166,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1166,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1166,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1166,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1166,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1166,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1167,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1167,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1167,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1167,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1167,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1167,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1167,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1167,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1167,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1167,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1168,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1168,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1168,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1168,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1168,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1168,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1168,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1168,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1168,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1168,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1169,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1169,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1169,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1169,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1169,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1169,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1169,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1169,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1169,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1169,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1170,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1170,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1170,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1170,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1170,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1170,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1170,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1170,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1170,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1170,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1171,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1171,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1171,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1171,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1171,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1171,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1171,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1171,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1171,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1171,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1172,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1172,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1172,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1172,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1172,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1172,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1172,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1172,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1172,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1172,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1173,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1173,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1173,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1173,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1173,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1173,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1173,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1173,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1173,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1173,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1174,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1174,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1174,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1174,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1174,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1174,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1174,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1174,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1174,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1174,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1175,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1175,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1175,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1175,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1175,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1175,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1175,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1175,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1175,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1175,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1176,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1176,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1176,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1176,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1176,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1176,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1176,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1176,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1176,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1176,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1177,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1177,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1177,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1177,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1177,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1177,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1177,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1177,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1177,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1177,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1178,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1178,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1178,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1178,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1178,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1178,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1178,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1178,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1178,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1178,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1179,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1179,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1179,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1179,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1179,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1179,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1179,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1179,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1179,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1179,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1180,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1180,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1180,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1180,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1180,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1180,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1180,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1180,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1180,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1180,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1181,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1181,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1181,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1181,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1181,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1181,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1181,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1181,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1181,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1181,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1182,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1182,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1182,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1182,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1182,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1182,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1182,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1182,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1182,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1182,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1183,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1183,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1183,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1183,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1183,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1183,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1183,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1183,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1183,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1183,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12660,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12660,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12660,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12660,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12660,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12660,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12660,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12660,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12660,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12660,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12661,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12661,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12661,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12661,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12661,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12661,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12661,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12661,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12661,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12661,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12662,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12662,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12662,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12662,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12662,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12662,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12662,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12662,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12662,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12662,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12663,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12663,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12663,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12663,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12663,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12663,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12663,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12663,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12663,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12663,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12664,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12664,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12664,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12664,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12664,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12664,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12664,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12664,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12664,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12664,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12665,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12665,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12665,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12665,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12665,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12665,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12665,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12665,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12665,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12665,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12666,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12666,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12666,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12666,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12666,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12666,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12666,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12666,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12666,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12666,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12667,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12667,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12667,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12667,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12667,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12667,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12667,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12667,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12667,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12667,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12668,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12668,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12668,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12668,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12668,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12668,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12668,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12668,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12668,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,12668,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,12669,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,12669,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,12669,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,12669,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,12669,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,12669,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,12669,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,12669,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,12669,76561198195642865,meyern,1
